Date,High,Low,Open,Close,Volume,Adj Close
2015-08-02,4.149129867553711,4.128799915313721,4.139979839324951,4.140049934387207,0,4.140049934387207
2015-08-03,4.1690897941589355,4.135000228881836,4.144050121307373,4.1441497802734375,0,4.1441497802734375
2015-08-04,4.182859897613525,4.1529998779296875,4.180150032043457,4.179299831390381,0,4.179299831390381
2015-08-05,4.198890209197998,4.1666998863220215,4.1691999435424805,4.169310092926025,0,4.169310092926025
2015-08-06,4.193049907684326,4.173999786376953,4.187699794769287,4.1875,0,4.1875
2015-08-09,4.20304012298584,4.1809000968933105,4.183199882507324,4.183549880981445,0,4.183549880981445
2015-08-10,4.204780101776123,4.190999984741211,4.197350025177002,4.196499824523926,0,4.196499824523926
2015-08-11,4.211249828338623,4.183000087738037,4.1923298835754395,4.193049907684326,0,4.193049907684326
2015-08-12,4.190999984741211,4.169000148773193,4.1840500831604,4.1840500831604,0,4.1840500831604
2015-08-13,4.191830158233643,4.173289775848389,4.174600124359131,4.1743998527526855,0,4.1743998527526855
2015-08-16,4.188220024108887,4.156000137329102,4.1770501136779785,4.179999828338623,0,4.179999828338623
2015-08-17,4.169549942016602,4.151000022888184,4.164599895477295,4.164450168609619,0,4.164450168609619
2015-08-18,4.17609977722168,4.159949779510498,4.162399768829346,4.162030220031738,0,4.162030220031738
2015-08-19,4.197440147399902,4.171000003814697,4.17519998550415,4.175300121307373,0,4.175300121307373
2015-08-20,4.218739986419678,4.185999870300293,4.191100120544434,4.190849781036377,0,4.190849781036377
2015-08-23,4.264900207519531,4.215950012207031,4.217800140380859,4.217599868774414,0,4.217599868774414
2015-08-24,4.250500202178955,4.205999851226807,4.229100227355957,4.245009899139404,0,4.245009899139404
2015-08-25,4.249780178070068,4.222700119018555,4.231100082397461,4.229020118713379,0,4.229020118713379
2015-08-26,4.244190216064453,4.208000183105469,4.226799964904785,4.2270002365112305,0,4.2270002365112305
2015-08-27,4.246339797973633,4.218100070953369,4.230999946594238,4.231200218200684,0,4.231200218200684
2015-08-30,4.236670017242432,4.210000038146973,4.2106499671936035,4.213399887084961,0,4.213399887084961
2015-08-31,4.243199825286865,4.223999977111816,4.227950096130371,4.228050231933594,0,4.228050231933594
2015-09-01,4.256199836730957,4.2270002365112305,4.248079776763916,4.247970104217529,0,4.247970104217529
2015-09-02,4.236959934234619,4.198999881744385,4.22914981842041,4.22914981842041,0,4.22914981842041
2015-09-03,4.234710216522217,4.211150169372559,4.213650226593018,4.214000225067139,0,4.214000225067139
2015-09-06,4.2368597984313965,4.210999965667725,4.215750217437744,4.21619987487793,0,4.21619987487793
2015-09-07,4.237750053405762,4.2170000076293945,4.236770153045654,4.235599994659424,0,4.235599994659424
2015-09-08,4.224299907684326,4.197999954223633,4.223549842834473,4.223599910736084,0,4.223599910736084
2015-09-09,4.220160007476807,4.203999996185303,4.213950157165527,4.211440086364746,0,4.211440086364746
2015-09-10,4.222099781036377,4.197000026702881,4.21019983291626,4.208499908447266,0,4.208499908447266
2015-09-13,4.213399887084961,4.198999881744385,4.202149868011475,4.202600002288818,0,4.202600002288818
2015-09-14,4.215250015258789,4.188000202178955,4.206120014190674,4.206299781799316,0,4.206299781799316
2015-09-15,4.200399875640869,4.189000129699707,4.1969499588012695,4.1969499588012695,0,4.1969499588012695
2015-09-16,4.212080001831055,4.197000026702881,4.2029900550842285,4.203959941864014,0,4.203959941864014
2015-09-17,4.211400032043457,4.190010070800781,4.195400238037109,4.196100234985352,0,4.196100234985352
2015-09-20,4.20959997177124,4.177999973297119,4.199100017547607,4.201000213623047,0,4.201000213623047
2015-09-21,4.215849876403809,4.177999973297119,4.184070110321045,4.184070110321045,0,4.184070110321045
2015-09-22,4.217750072479248,4.193999767303467,4.201720237731934,4.202099800109863,0,4.202099800109863
2015-09-23,4.2340497970581055,4.21019983291626,4.220099925994873,4.219649791717529,0,4.219649791717529
2015-09-24,4.228919982910156,4.206200122833252,4.222099781036377,4.2220001220703125,0,4.2220001220703125
2015-09-27,4.243390083312988,4.2170000076293945,4.217700004577637,4.217350006103516,0,4.217350006103516
2015-09-28,4.250120162963867,4.229000091552734,4.2357401847839355,4.235380172729492,0,4.235380172729492
2015-09-29,4.249499797821045,4.22599983215332,4.233369827270508,4.233369827270508,0,4.233369827270508
2015-09-30,4.2517499923706055,4.23199987411499,4.243929862976074,4.245299816131592,0,4.245299816131592
2015-10-01,4.257050037384033,4.238999843597412,4.244200229644775,4.245299816131592,0,4.245299816131592
2015-10-04,4.251100063323975,4.232999801635742,4.24560022354126,4.24429988861084,0,4.24429988861084
2015-10-05,4.251190185546875,4.236999988555908,4.243500232696533,4.242400169372559,0,4.242400169372559
2015-10-06,4.238649845123291,4.216000080108643,4.23799991607666,4.237549781799316,0,4.237549781799316
2015-10-07,4.241700172424316,4.221700191497803,4.230400085449219,4.230299949645996,0,4.230299949645996
2015-10-08,4.2256999015808105,4.208000183105469,4.219550132751465,4.218699932098389,0,4.218699932098389
2015-10-11,4.22668981552124,4.21081018447876,4.214000225067139,4.213399887084961,0,4.213399887084961
2015-10-12,4.241119861602783,4.219009876251221,4.219950199127197,4.219950199127197,0,4.219950199127197
2015-10-13,4.236149787902832,4.2230000495910645,4.232100009918213,4.231939792633057,0,4.231939792633057
2015-10-14,4.2357001304626465,4.2210001945495605,4.224599838256836,4.224999904632568,0,4.224999904632568
2015-10-15,4.23976993560791,4.223999977111816,4.230760097503662,4.230760097503662,0,4.230760097503662
2015-10-18,4.247849941253662,4.229000091552734,4.231800079345703,4.231860160827637,0,4.231860160827637
2015-10-19,4.259250164031982,4.239999771118164,4.243859767913818,4.243859767913818,0,4.243859767913818
2015-10-20,4.292449951171875,4.257150173187256,4.257870197296143,4.257870197296143,0,4.257870197296143
2015-10-21,4.293300151824951,4.258999824523926,4.287209987640381,4.288400173187256,0,4.288400173187256
2015-10-22,4.263999938964844,4.236999988555908,4.253600120544434,4.2530999183654785,0,4.2530999183654785
2015-10-26,4.275599956512451,4.241950035095215,4.262229919433594,4.264500141143799,0,4.264500141143799
2015-10-27,4.290900230407715,4.263000011444092,4.274670124053955,4.27400016784668,0,4.27400016784668
2015-10-28,4.294670104980469,4.275000095367432,4.278299808502197,4.278299808502197,0,4.278299808502197
2015-10-29,4.284999847412109,4.26200008392334,4.281859874725342,4.281899929046631,0,4.281899929046631
2015-10-30,4.278299808502197,4.252999782562256,4.278260231018066,4.276639938354492,0,4.276639938354492
