Date,High,Low,Open,Close,Volume,Adj Close
2016-05-15,4.388040065765381,4.357840061187744,4.382289886474609,4.382289886474609,0,4.382289886474609
2016-05-16,4.373849868774414,4.35099983215332,4.371540069580078,4.371540069580078,0,4.371540069580078
2016-05-17,4.399290084838867,4.368500232696533,4.370339870452881,4.370339870452881,0,4.370339870452881
2016-05-18,4.4131598472595215,4.38700008392334,4.398739814758301,4.398540019989014,0,4.398540019989014
2016-05-19,4.426040172576904,4.4039998054504395,4.410439968109131,4.4105401039123535,0,4.4105401039123535
2016-05-22,4.448209762573242,4.409409999847412,4.411570072174072,4.40949010848999,0,4.40949010848999
2016-05-23,4.456439971923828,4.423999786376953,4.4440598487854,4.443029880523682,0,4.443029880523682
2016-05-24,4.428369998931885,4.401000022888184,4.4211201667785645,4.421080112457275,0,4.421080112457275
2016-05-25,4.420780181884766,4.39300012588501,4.4065399169921875,4.4065399169921875,0,4.4065399169921875
2016-05-26,4.412209987640381,4.381999969482422,4.402259826660156,4.401219844818115,0,4.401219844818115
2016-05-29,4.398769855499268,4.384900093078613,4.387639999389648,4.387639999389648,0,4.387639999389648
2016-05-30,4.398069858551025,4.375,4.394040107727051,4.394239902496338,0,4.394239902496338
2016-05-31,4.398039817810059,4.38100004196167,4.388239860534668,4.388339996337891,0,4.388339996337891
2016-06-01,4.398270130157471,4.38100004196167,4.38424015045166,4.38424015045166,0,4.38424015045166
2016-06-02,4.393539905548096,4.372000217437744,4.3838701248168945,4.382800102233887,0,4.382800102233887
2016-06-05,4.395750045776367,4.3520002365112305,4.385570049285889,4.383969783782959,0,4.383969783782959
2016-06-06,4.359499931335449,4.3379998207092285,4.3557000160217285,4.355249881744385,0,4.355249881744385
2016-06-07,4.353650093078613,4.310999870300293,4.352330207824707,4.352330207824707,0,4.352330207824707
2016-06-08,4.339700222015381,4.315999984741211,4.319849967956543,4.319849967956543,0,4.319849967956543
2016-06-09,4.369569778442383,4.328999996185303,4.333099842071533,4.333250045776367,0,4.333250045776367
2016-06-12,4.417910099029541,4.357110023498535,4.357180118560791,4.3571600914001465,0,4.3571600914001465
2016-06-13,4.443170070648193,4.409749984741211,4.411439895629883,4.411240100860596,0,4.411240100860596
2016-06-14,4.433469772338867,4.4039998054504395,4.425570011138916,4.425570011138916,0,4.425570011138916
2016-06-15,4.455239772796631,4.424339771270752,4.425839900970459,4.425839900970459,0,4.425839900970459
2016-06-16,4.4474101066589355,4.4120001792907715,4.4215898513793945,4.421619892120361,0,4.421619892120361
2016-06-19,4.41165018081665,4.376999855041504,4.407169818878174,4.4068498611450195,0,4.4068498611450195
2016-06-20,4.418600082397461,4.377999782562256,4.381460189819336,4.381549835205078,0,4.381549835205078
2016-06-21,4.403850078582764,4.373000144958496,4.392350196838379,4.392149925231934,0,4.392149925231934
2016-06-22,4.385550022125244,4.348999977111816,4.368539810180664,4.369200229644775,0,4.369200229644775
2016-06-23,4.532969951629639,4.363249778747559,4.374199867248535,4.373799800872803,0,4.373799800872803
2016-06-26,4.469490051269531,4.408850193023682,4.4578399658203125,4.4578399658203125,0,4.4578399658203125
2016-06-27,4.458700180053711,4.418000221252441,4.453949928283691,4.454639911651611,0,4.454639911651611
2016-06-28,4.430970191955566,4.406000137329102,4.419250011444092,4.419400215148926,0,4.419400215148926
2016-06-29,4.440470218658447,4.390999794006348,4.414939880371094,4.415040016174316,0,4.415040016174316
2016-06-30,4.416049957275391,4.364999771118164,4.376039981842041,4.376039981842041,0,4.376039981842041
